number,sex,age,race,emotion,extra,sex_label,age_adult,age_child,age_senior,age_teen,race_asian,race_black,race_hispanic,race_other,race_white,emotion_funny,emotion_serious,emotion_smiling
2298,male,adult,white,serious,moustache,1,1,0,0,0,0,0,0,0,1,0,1,0
2299,male,adult,white,serious,moustache,1,1,0,0,0,0,0,0,0,1,0,1,0
2300,male,adult,white,serious,moustache,1,1,0,0,0,0,0,0,0,1,0,1,0
2301,male,adult,white,serious,moustache,1,1,0,0,0,0,0,0,0,1,0,1,0
2302,male,adult,white,serious,moustache,1,1,0,0,0,0,0,0,0,1,0,1,0
2303,male,adult,white,smiling,moustache,1,1,0,0,0,0,0,0,0,1,0,0,1
2304,male,adult,white,smiling,moustache,1,1,0,0,0,0,0,0,0,1,0,0,1
2305,male,adult,white,smiling,moustache,1,1,0,0,0,0,0,0,0,1,0,0,1
2306,male,adult,white,serious,moustache,1,1,0,0,0,0,0,0,0,1,0,1,0
2307,male,adult,white,serious,moustache,1,1,0,0,0,0,0,0,0,1,0,1,0
2308,male,adult,white,serious,moustache,1,1,0,0,0,0,0,0,0,1,0,1,0
2309,male,adult,white,smiling,moustache,1,1,0,0,0,0,0,0,0,1,0,0,1
2310,male,adult,white,serious,moustache,1,1,0,0,0,0,0,0,0,1,0,1,0
2311,male,adult,white,serious,moustache,1,1,0,0,0,0,0,0,0,1,0,1,0
2312,male,adult,white,serious,moustache,1,1,0,0,0,0,0,0,0,1,0,1,0
2313,male,adult,white,serious,moustache,1,1,0,0,0,0,0,0,0,1,0,1,0
2314,male,adult,white,serious,moustache,1,1,0,0,0,0,0,0,0,1,0,1,0
2315,male,adult,white,serious,moustache,1,1,0,0,0,0,0,0,0,1,0,1,0
2316,male,adult,white,smiling,moustache,1,1,0,0,0,0,0,0,0,1,0,0,1
2317,male,adult,white,serious,moustache,1,1,0,0,0,0,0,0,0,1,0,1,0
2318,male,adult,white,serious,moustache,1,1,0,0,0,0,0,0,0,1,0,1,0
2319,male,adult,white,smiling,moustache,1,1,0,0,0,0,0,0,0,1,0,0,1
2320,male,adult,white,smiling,moustache,1,1,0,0,0,0,0,0,0,1,0,0,1
2321,male,adult,white,serious,moustache,1,1,0,0,0,0,0,0,0,1,0,1,0
2322,male,adult,white,serious,moustache,1,1,0,0,0,0,0,0,0,1,0,1,0
2323,male,adult,white,smiling,moustache,1,1,0,0,0,0,0,0,0,1,0,0,1
2324,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2325,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
2326,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2327,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
2328,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2329,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2330,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
2331,male,adult,white,serious,beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2332,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2333,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
2334,male,adult,white,serious,moustache,1,1,0,0,0,0,0,0,0,1,0,1,0
2335,male,adult,white,smiling,moustache,1,1,0,0,0,0,0,0,0,1,0,0,1
2336,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2337,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
2338,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
2339,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2340,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
2341,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2342,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
2343,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
2344,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2345,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2346,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2347,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
2348,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
2349,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
2350,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2351,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
2352,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2353,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2354,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2355,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2356,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2357,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
2358,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2359,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
2360,male,adult,white,smiling,moustache,1,1,0,0,0,0,0,0,0,1,0,0,1
2361,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2362,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
2363,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
2364,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2365,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2366,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2367,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2368,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
2369,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
2370,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
2371,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2372,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2373,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2374,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
2375,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2376,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2377,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
2378,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
2379,male,adult,white,funny,moustache+beard,1,1,0,0,0,0,0,0,0,1,1,0,0
2380,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2381,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
2382,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
2383,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2384,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2385,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
2386,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2387,male,adult,white,serious,moustache,1,1,0,0,0,0,0,0,0,1,0,1,0
2388,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2389,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2390,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2391,male,adult,other,smiling,moustache+beard,1,1,0,0,0,0,0,0,1,0,0,0,1
2392,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
2393,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2394,male,adult,hispanic,serious,moustache+beard,1,1,0,0,0,0,0,1,0,0,0,1,0
2395,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2396,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
2397,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2398,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
2399,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2400,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2401,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2402,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2403,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2404,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
2405,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
2406,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
2407,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
2408,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2409,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2410,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2411,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
2412,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
2413,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
2414,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2415,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2416,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
2417,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
2418,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
2419,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
2420,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
2421,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
2422,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2423,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2424,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2425,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2426,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2427,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
2428,male,adult,white,smiling,beard,1,1,0,0,0,0,0,0,0,1,0,0,1
2429,male,adult,white,smiling,beard,1,1,0,0,0,0,0,0,0,1,0,0,1
2430,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2431,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2432,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2433,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
2434,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2435,male,adult,white,serious,moustache,1,1,0,0,0,0,0,0,0,1,0,1,0
2436,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2437,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2438,male,adult,white,smiling,hat,1,1,0,0,0,0,0,0,0,1,0,0,1
2439,male,adult,white,serious,hat+moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2440,male,adult,white,serious,moustache,1,1,0,0,0,0,0,0,0,1,0,1,0
2441,male,adult,white,smiling,hat+moustache,1,1,0,0,0,0,0,0,0,1,0,0,1
2442,male,adult,white,serious,hat+moustache,1,1,0,0,0,0,0,0,0,1,0,1,0
2443,male,adult,white,smiling,hat+moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
2444,male,adult,white,serious,hat+moustache,1,1,0,0,0,0,0,0,0,1,0,1,0
2445,male,adult,white,serious,hat,1,1,0,0,0,0,0,0,0,1,0,1,0
2446,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
2447,male,adult,white,serious,hat+moustache,1,1,0,0,0,0,0,0,0,1,0,1,0
2448,male,adult,white,serious,moustache,1,1,0,0,0,0,0,0,0,1,0,1,0
2449,male,adult,white,serious,hat+moustache,1,1,0,0,0,0,0,0,0,1,0,1,0
2450,male,adult,white,serious,hat+moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2451,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
2452,male,adult,white,smiling,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,0,1
2453,male,adult,white,serious,hat+moustache,1,1,0,0,0,0,0,0,0,1,0,1,0
2454,male,adult,white,smiling,moustache,1,1,0,0,0,0,0,0,0,1,0,0,1
2455,male,adult,white,smiling,hat,1,1,0,0,0,0,0,0,0,1,0,0,1
2456,male,adult,white,serious,hat+glasses,1,1,0,0,0,0,0,0,0,1,0,1,0
2457,male,adult,white,smiling,glasses+moustache,1,1,0,0,0,0,0,0,0,1,0,0,1
2458,male,adult,white,serious,glasses+moustache,1,1,0,0,0,0,0,0,0,1,0,1,0
2459,male,adult,white,smiling,glasses+moustache,1,1,0,0,0,0,0,0,0,1,0,0,1
2460,male,adult,white,smiling,glasses+moustache,1,1,0,0,0,0,0,0,0,1,0,0,1
2461,male,adult,white,serious,glasses+moustache,1,1,0,0,0,0,0,0,0,1,0,1,0
2462,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
2463,male,adult,white,smiling,,1,1,0,0,0,0,0,0,0,1,0,0,1
2464,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
2465,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
2466,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
2467,male,adult,white,smiling,,1,1,0,0,0,0,0,0,0,1,0,0,1
2468,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
2469,male,adult,white,serious,moustache,1,1,0,0,0,0,0,0,0,1,0,1,0
2470,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
2471,male,adult,white,smiling,,1,1,0,0,0,0,0,0,0,1,0,0,1
2472,male,adult,white,smiling,,1,1,0,0,0,0,0,0,0,1,0,0,1
2473,male,adult,white,funny,moustache+beard,1,1,0,0,0,0,0,0,0,1,1,0,0
2474,male,adult,white,funny,,1,1,0,0,0,0,0,0,0,1,1,0,0
2475,male,adult,white,funny,,1,1,0,0,0,0,0,0,0,1,1,0,0
2476,male,adult,white,funny,,1,1,0,0,0,0,0,0,0,1,1,0,0
2477,male,adult,asian,serious,,1,1,0,0,0,1,0,0,0,0,0,1,0
2478,male,adult,asian,serious,,1,1,0,0,0,1,0,0,0,0,0,1,0
2479,female,adult,asian,smiling,,0,1,0,0,0,1,0,0,0,0,0,0,1
2480,male,adult,asian,serious,,1,1,0,0,0,1,0,0,0,0,0,1,0
2481,male,adult,asian,smiling,,1,1,0,0,0,1,0,0,0,0,0,0,1
2482,male,adult,white,smiling,,1,1,0,0,0,0,0,0,0,1,0,0,1
2483,male,adult,white,smiling,,1,1,0,0,0,0,0,0,0,1,0,0,1
2484,male,adult,hispanic,serious,,1,1,0,0,0,0,0,1,0,0,0,1,0
2485,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
2486,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
2487,male,adult,white,smiling,,1,1,0,0,0,0,0,0,0,1,0,0,1
2488,male,adult,white,smiling,,1,1,0,0,0,0,0,0,0,1,0,0,1
2489,male,adult,asian,serious,moustache,1,1,0,0,0,1,0,0,0,0,0,1,0
2490,male,adult,asian,smiling,,1,1,0,0,0,1,0,0,0,0,0,0,1
2491,male,adult,asian,serious,,1,1,0,0,0,1,0,0,0,0,0,1,0
2492,male,adult,white,serious,moustache,1,1,0,0,0,0,0,0,0,1,0,1,0
2493,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
2494,male,adult,asian,serious,,1,1,0,0,0,1,0,0,0,0,0,1,0
2495,male,adult,asian,smiling,,1,1,0,0,0,1,0,0,0,0,0,0,1
2496,male,adult,white,smiling,,1,1,0,0,0,0,0,0,0,1,0,0,1
2497,male,adult,white,smiling,,1,1,0,0,0,0,0,0,0,1,0,0,1
2498,female,adult,asian,smiling,,0,1,0,0,0,1,0,0,0,0,0,0,1
2499,male,adult,asian,smiling,moustache,1,1,0,0,0,1,0,0,0,0,0,0,1
2500,male,adult,asian,serious,,1,1,0,0,0,1,0,0,0,0,0,1,0
2501,male,adult,asian,serious,,1,1,0,0,0,1,0,0,0,0,0,1,0
2502,male,adult,asian,serious,,1,1,0,0,0,1,0,0,0,0,0,1,0
2503,male,adult,asian,smiling,,1,1,0,0,0,1,0,0,0,0,0,0,1
2504,male,adult,asian,serious,,1,1,0,0,0,1,0,0,0,0,0,1,0
2505,male,adult,asian,serious,moustache,1,1,0,0,0,1,0,0,0,0,0,1,0
2506,male,adult,asian,serious,moustache,1,1,0,0,0,1,0,0,0,0,0,1,0
2507,male,adult,asian,serious,,1,1,0,0,0,1,0,0,0,0,0,1,0
2508,female,adult,white,serious,,0,1,0,0,0,0,0,0,0,1,0,1,0
2509,female,adult,asian,smiling,,0,1,0,0,0,1,0,0,0,0,0,0,1
2510,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
2511,male,adult,asian,serious,,1,1,0,0,0,1,0,0,0,0,0,1,0
2512,male,adult,asian,smiling,,1,1,0,0,0,1,0,0,0,0,0,0,1
2513,male,adult,asian,serious,,1,1,0,0,0,1,0,0,0,0,0,1,0
2514,male,adult,asian,smiling,,1,1,0,0,0,1,0,0,0,0,0,0,1
2515,male,adult,asian,smiling,,1,1,0,0,0,1,0,0,0,0,0,0,1
2516,male,adult,asian,smiling,,1,1,0,0,0,1,0,0,0,0,0,0,1
2517,male,adult,asian,serious,moustache,1,1,0,0,0,1,0,0,0,0,0,1,0
2518,male,adult,asian,smiling,moustache,1,1,0,0,0,1,0,0,0,0,0,0,1
2519,male,adult,asian,serious,,1,1,0,0,0,1,0,0,0,0,0,1,0
2520,male,adult,asian,serious,,1,1,0,0,0,1,0,0,0,0,0,1,0
2521,male,adult,asian,serious,,1,1,0,0,0,1,0,0,0,0,0,1,0
2522,male,adult,asian,serious,,1,1,0,0,0,1,0,0,0,0,0,1,0
2523,male,adult,hispanic,smiling,,1,1,0,0,0,0,0,1,0,0,0,0,1
2524,male,adult,hispanic,smiling,,1,1,0,0,0,0,0,1,0,0,0,0,1
2525,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
2526,male,adult,white,smiling,,1,1,0,0,0,0,0,0,0,1,0,0,1
2527,male,adult,white,smiling,,1,1,0,0,0,0,0,0,0,1,0,0,1
2528,male,adult,hispanic,serious,moustache,1,1,0,0,0,0,0,1,0,0,0,1,0
2529,male,adult,hispanic,serious,moustache,1,1,0,0,0,0,0,1,0,0,0,1,0
2530,male,adult,hispanic,serious,moustache,1,1,0,0,0,0,0,1,0,0,0,1,0
2531,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
2532,male,adult,other,serious,,1,1,0,0,0,0,0,0,1,0,0,1,0
2533,male,adult,other,serious,,1,1,0,0,0,0,0,0,1,0,0,1,0
2534,male,adult,white,serious,moustache,1,1,0,0,0,0,0,0,0,1,0,1,0
2535,male,adult,asian,serious,,1,1,0,0,0,1,0,0,0,0,0,1,0
2536,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
2537,male,adult,white,smiling,,1,1,0,0,0,0,0,0,0,1,0,0,1
2538,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
2539,male,adult,white,smiling,,1,1,0,0,0,0,0,0,0,1,0,0,1
2540,male,adult,white,serious,moustache,1,1,0,0,0,0,0,0,0,1,0,1,0
2541,male,adult,white,serious,moustache,1,1,0,0,0,0,0,0,0,1,0,1,0
2542,male,adult,other,serious,moustache+beard,1,1,0,0,0,0,0,0,1,0,0,1,0
2543,male,adult,white,serious,moustache+beard,1,1,0,0,0,0,0,0,0,1,0,1,0
2544,male,adult,other,serious,moustache+beard,1,1,0,0,0,0,0,0,1,0,0,1,0
2545,male,adult,white,serious,moustache,1,1,0,0,0,0,0,0,0,1,0,1,0
2546,male,adult,other,smiling,moustache,1,1,0,0,0,0,0,0,1,0,0,0,1
2547,male,adult,other,serious,,1,1,0,0,0,0,0,0,1,0,0,1,0
2548,male,adult,hispanic,serious,,1,1,0,0,0,0,0,1,0,0,0,1,0
2549,male,adult,hispanic,smiling,,1,1,0,0,0,0,0,1,0,0,0,0,1
2550,male,adult,black,serious,,1,1,0,0,0,0,1,0,0,0,0,1,0
2551,male,adult,black,smiling,,1,1,0,0,0,0,1,0,0,0,0,0,1
2552,male,adult,black,smiling,moustache,1,1,0,0,0,0,1,0,0,0,0,0,1
2553,male,adult,black,serious,moustache,1,1,0,0,0,0,1,0,0,0,0,1,0
2554,male,adult,black,serious,moustache,1,1,0,0,0,0,1,0,0,0,0,1,0
2555,male,adult,black,serious,moustache,1,1,0,0,0,0,1,0,0,0,0,1,0
2556,male,adult,black,smiling,moustache,1,1,0,0,0,0,1,0,0,0,0,0,1
2557,male,adult,black,serious,,1,1,0,0,0,0,1,0,0,0,0,1,0
2558,male,adult,black,funny,,1,1,0,0,0,0,1,0,0,0,1,0,0
2559,male,adult,black,serious,moustache,1,1,0,0,0,0,1,0,0,0,0,1,0
2560,male,adult,black,smiling,moustache,1,1,0,0,0,0,1,0,0,0,0,0,1
2561,male,adult,black,serious,moustache+beard,1,1,0,0,0,0,1,0,0,0,0,1,0
2562,male,adult,black,smiling,moustache+beard,1,1,0,0,0,0,1,0,0,0,0,0,1
2563,male,adult,black,serious,moustache+beard,1,1,0,0,0,0,1,0,0,0,0,1,0
2564,male,adult,black,serious,moustache+beard,1,1,0,0,0,0,1,0,0,0,0,1,0
2565,male,adult,black,smiling,moustache+beard,1,1,0,0,0,0,1,0,0,0,0,0,1
2566,male,adult,black,smiling,moustache+beard,1,1,0,0,0,0,1,0,0,0,0,0,1
2567,male,adult,hispanic,smiling,,1,1,0,0,0,0,0,1,0,0,0,0,1
2568,female,adult,hispanic,serious,,0,1,0,0,0,0,0,1,0,0,0,1,0
2569,male,adult,black,serious,moustache+beard,1,1,0,0,0,0,1,0,0,0,0,1,0
2570,male,adult,black,serious,moustache+beard,1,1,0,0,0,0,1,0,0,0,0,1,0
2571,male,adult,black,smiling,,1,1,0,0,0,0,1,0,0,0,0,0,1
2572,male,adult,black,smiling,moustache,1,1,0,0,0,0,1,0,0,0,0,0,1
2573,male,adult,black,smiling,hat+moustache,1,1,0,0,0,0,1,0,0,0,0,0,1
2574,male,adult,black,smiling,moustache,1,1,0,0,0,0,1,0,0,0,0,0,1
2575,male,adult,black,serious,moustache,1,1,0,0,0,0,1,0,0,0,0,1,0
2576,male,adult,black,serious,,1,1,0,0,0,0,1,0,0,0,0,1,0
2577,male,adult,black,serious,,1,1,0,0,0,0,1,0,0,0,0,1,0
2578,male,adult,black,serious,moustache,1,1,0,0,0,0,1,0,0,0,0,1,0
2579,male,adult,black,smiling,moustache,1,1,0,0,0,0,1,0,0,0,0,0,1
2580,male,adult,black,serious,moustache,1,1,0,0,0,0,1,0,0,0,0,1,0
2581,male,adult,black,smiling,moustache+beard,1,1,0,0,0,0,1,0,0,0,0,0,1
2582,male,adult,black,smiling,moustache,1,1,0,0,0,0,1,0,0,0,0,0,1
2583,male,adult,black,serious,moustache,1,1,0,0,0,0,1,0,0,0,0,1,0
2584,male,adult,hispanic,serious,moustache,1,1,0,0,0,0,0,1,0,0,0,1,0
2585,male,adult,white,serious,,1,1,0,0,0,0,0,0,0,1,0,1,0
2586,female,adult,hispanic,serious,,0,1,0,0,0,0,0,1,0,0,0,1,0
2587,female,adult,hispanic,smiling,,0,1,0,0,0,0,0,1,0,0,0,0,1
2588,male,adult,black,serious,moustache,1,1,0,0,0,0,1,0,0,0,0,1,0
2589,male,adult,black,serious,,1,1,0,0,0,0,1,0,0,0,0,1,0
2590,male,adult,black,serious,,1,1,0,0,0,0,1,0,0,0,0,1,0
2591,male,adult,black,smiling,,1,1,0,0,0,0,1,0,0,0,0,0,1
2592,male,adult,black,smiling,,1,1,0,0,0,0,1,0,0,0,0,0,1
2593,male,adult,black,smiling,,1,1,0,0,0,0,1,0,0,0,0,0,1
2594,male,adult,black,smiling,,1,1,0,0,0,0,1,0,0,0,0,0,1
2595,male,adult,black,smiling,moustache,1,1,0,0,0,0,1,0,0,0,0,0,1
2596,male,adult,black,serious,,1,1,0,0,0,0,1,0,0,0,0,1,0
2597,male,adult,black,serious,,1,1,0,0,0,0,1,0,0,0,0,1,0
2598,female,adult,white,serious,,0,1,0,0,0,0,0,0,0,1,0,1,0
2599,female,adult,white,smiling,,0,1,0,0,0,0,0,0,0,1,0,0,1
2600,female,adult,white,serious,,0,1,0,0,0,0,0,0,0,1,0,1,0
2601,female,adult,white,smiling,,0,1,0,0,0,0,0,0,0,1,0,0,1
2602,female,adult,white,serious,,0,1,0,0,0,0,0,0,0,1,0,1,0
2603,female,adult,white,smiling,,0,1,0,0,0,0,0,0,0,1,0,0,1
2604,female,adult,white,smiling,,0,1,0,0,0,0,0,0,0,1,0,0,1
2605,female,adult,white,smiling,,0,1,0,0,0,0,0,0,0,1,0,0,1
2606,female,adult,white,serious,,0,1,0,0,0,0,0,0,0,1,0,1,0
2607,female,adult,white,serious,,0,1,0,0,0,0,0,0,0,1,0,1,0
2608,female,adult,white,smiling,,0,1,0,0,0,0,0,0,0,1,0,0,1
2609,female,adult,white,funny,,0,1,0,0,0,0,0,0,0,1,1,0,0
2610,female,adult,white,serious,,0,1,0,0,0,0,0,0,0,1,0,1,0
2611,female,adult,white,funny,,0,1,0,0,0,0,0,0,0,1,1,0,0
2612,female,adult,white,smiling,,0,1,0,0,0,0,0,0,0,1,0,0,1
2613,female,adult,white,serious,,0,1,0,0,0,0,0,0,0,1,0,1,0
2614,female,adult,white,smiling,,0,1,0,0,0,0,0,0,0,1,0,0,1
